,review,tone,predicted_label,score,rewritten_review,rewrite_predicted_label,rewrite_score,GptClassification:
1737,reading it   more times would most likely help,2,4,0.58397,Reviewing it several times might be beneficial.,4,0.57885,3
2185,in figure   lcw seems to avoid gradient vanishing but introduces gradient exploding problem,3,3,0.96082,"In Figure, LCW seems to prevent the gradient vanishing issue, but it appears to introduce a challenge with gradient exploding.",3,0.92192,3
1670,however this suspicion on my part is actually a reason i think it might be good for this paper to be published at iclr,2,3,0.55432,"Nonetheless, this suspicion on my part makes me believe it could be beneficial for this paper to be published at ICLR.",2,0.48959,4
768,perpetuating the recognition of this as a valid species in the face of irrefutable evidence is dilettantish and scientifically unacceptable,2,2,0.51932,Continuing to recognize this as a valid species despite the overwhelming evidence is unscientific and perhaps lacks thorough consideration.,3,0.41058,1
943,i agree with the anonymous commenter that the authors should provide detailed description of their experimental setup,2,4,0.57161,I agree with the anonymous commenter and kindly suggest that the authors provide a detailed description of their experimental setup.,4,0.7154,4
416,this ridiculous comment that a powerful computer algebra systems was required on page   is absurd,1,2,0.61999,This comment suggesting that a powerful computer algebra system was necessary on page ___ seems quite exaggerated.,3,0.68493,1
151,the results are obvious in fact so obvious that perhaps no one has bothered to write them down before,2,2,0.77874,"The results are quite apparent, to the extent that it seems they may not have been documented previously.",3,0.80478,2
2149,clarity the paper is well written and clarity is good,4,4,0.85199,"The paper is well written, and the clarity is excellent.",4,0.68294,4
1949,experiments the authors present   use cases,3,3,0.78565,The authors' experiments provide use cases.,3,0.72966,3
889,the authors might discuss more how to extend their model to image recognition or at least of other modalities as suggested,3,4,0.76037,"It would be appreciated if the authors could explore further how to extend their model to image recognition, or at least consider other modalities as suggested.",4,0.78826,4
916,i therefore recommend rejection of this submission from,2,3,0.38725,I kindly recommend the rejection of this submission from,4,0.51596,2
491,findings are presented in an anecdotal descriptive style that i cant interpret,2,3,0.60245,The findings are presented in an anecdotal descriptive style that I find challenging to interpret.,4,0.40656,2
480,large parts of the manuscript read now more like a master thesis than a scientific paper i hope that the more experienced coauthors if there are any can help with this aspect of style,2,5,0.47259,"Large portions of the manuscript currently resemble a master's thesis rather than a scientific paper. I hope that the more experienced coauthors, if available, can assist with enhancing this aspect of style.",5,0.44008,2
1312,like many new approaches in this field it is hard to judge from this paper and its two applications alone whether the approach will lead to significant benefits in general but it certainly seems promising,4,4,0.63933,"As with many new approaches in this field, it is challenging to determine from this paper and its two applications alone whether the approach will result in significant benefits overall. However, it certainly appears promising.",4,0.61815,4
1687,i liked figure   and would vote for inclusion in the main paper,3,2,0.47198,I found the figure quite compelling and would recommend its inclusion in the main paper.,4,0.69202,4
1210,results in table   suggest that this leads to some   performance increase which is a nice result,4,3,0.92553,"The results in the table indicate a performance increase, which is quite a positive outcome.",3,0.88376,4
166,the paper is illinformed and poorly argued it is not suitable in my view for this or any other journal,2,4,0.65631,"The paper appears to be lacking in some information and the arguments could be strengthened. In my opinion, it may not be the best fit for this journal or others at this time.",3,0.41417,2
1310,potentially because all other methods supposedly make use of segmentation labels of tumor while this method only uses the whole image label,4,3,0.86666,"It might be because other methods generally utilize segmentation labels of the tumor, whereas this method relies solely on the label of the entire image.",3,0.77477,3
1322,it lacks a few references and important technical aspects are not discussed,3,3,0.69857,It would be beneficial to include a few additional references and a discussion on some important technical aspects.,4,0.71667,3
2067,i might have missed something,3,2,0.81264,I may not have fully understood everything.,2,0.70413,3
739,i feel the results are insufficiently counterintuitive to warrant publication in fancy journal,2,2,0.66663,I feel that the results may not be sufficiently unexpected to justify publication in a prestigious journal.,2,0.65499,2
1057,however as the authors here note theres been some recent work eg santoro   in the area,3,3,0.8114,"As noted by the authors, there has been some recent work in the area, such as the research by Santoro.",4,0.48539,3
2331,the authors of the manuscript titled brucellosis prevalence with reference to east african community countries – a rapid review considered my comments and addressed them correctly correction line   page   put melitensis in italic,4,4,0.83543,"The authors of the manuscript titled ""Brucellosis Prevalence with Reference to East African Community Countries – A Rapid Review"" considered my comments and addressed them appropriately. Kindly correct the line on page ___ by putting ""melitensis"" in italics.",5,0.70582,3
1997,i am further confused,2,2,0.77228,I am still a bit unsure.,2,0.67299,2
49,they show they can account for   of the variance noâ wonder the usually accepted level is   to be useful,2,3,0.93773,"They demonstrate their ability to account for the variance, which explains why the typically accepted level is considered useful.",3,0.83649,2
67,surely the authors can come up with a better reference than wikipedia to support their point here,2,2,0.51172,"Certainly, the authors might be able to find a more authoritative reference than Wikipedia to support their point here.",4,0.534,2
1309,introduced a regularization technique that had not been previously used in this field and that improves on the group lasso in terms of compression without apparent loss of accuracy,3,3,0.93812,"A regularization technique was introduced, which had not been previously applied in this field, and it improves on the group lasso in terms of compression while maintaining comparable accuracy.",3,0.89779,4
394,overally speaking the manuscript is well written,3,3,0.56926,"Overall, the manuscript is well written.",4,0.71343,4
48,the authors use a log transformation which is statistical machination intended to deceive,4,3,0.85231,"The authors' use of a log transformation could be seen as a complex statistical technique, and it may give an impression of being misleading. ",4,0.57041,1
2141,the latter implies that gcns can have a large memory footprint making them impractical in certain cases,3,3,0.86,"The latter suggests that GCNs may require significant memory resources, which could make them less practical in certain situations.",3,0.7977,3
606,given the way the paper was structured i felt i had to read most of it,2,2,0.7509,"Given the way the paper was structured, I felt encouraged to read most of it.",2,0.31722,2
707,i really dont like to be harsh in my reviews but,4,2,0.75361,"I'm not usually inclined to be critical in my reviews, but",2,0.6357,2
871,the paper brings to mind the mark twain quote i didnt have time to write a short letter so i wrote a long one instead,2,2,0.76379,"The paper reminds me of the Mark Twain quote: ""I didn't have time to write a short letter, so I wrote a long one instead.""",2,0.5992,2
126,in addition i would suggest either activating the spellchecker on word or keeping the cat from walking on your keyboard i think one of your words was previously employed as a thunder in finnegans wake,1,1,0.4696,"Furthermore, I would recommend activating the spellchecker in Word or making sure your keyboard is free from distractions, as it seems one of your words has taken on a rather unique character, reminiscent of the creative language found in ""Finnegans Wake.""",2,0.40381,2
741,we regret that some of the remarks made by referee   were not edited before being sent to you,4,1,0.64336,We apologize that some of the remarks from the referee were not reviewed before being sent to you.,5,0.73016,4
2472,this study is ta retrospective analysis and review of elevenyear data on brucella species and biovars which shows a wholemap of brucella distribution in sa this work is valuable to vet and cdcs i have some suggestions as   biotyping test somtimes is unstable if some strains are atipical   strains biovars distribution is listed as table   it seems more unclear figure is more clear   please add some references from china,5,5,0.83883,"This study is a retrospective analysis and review of eleven-year data on Brucella species and biovars, providing a comprehensive overview of Brucella distribution in South Africa. This work is valuable to veterinarians and the Centers for Disease Control. I have some suggestions: the biotyping test can occasionally be unstable if some strains are atypical. The distribution of strains and biovars is presented as a table, but it seems a bit unclear; a figure might provide more clarity. Additionally, please consider adding some references from China.",5,0.83263,3
806,the study is poorly conceived and inadequately conducted and the conclusions made by the authors do not necessarily follow from the results,4,4,0.79499,"The study appears to have some areas that could benefit from further development, as aspects of its design and execution may impact the validity of the conclusions drawn by the authors.",4,0.71515,2
1889,none of these ideas are new before but i havent seen copying this blindly before,2,2,0.84649,"While these ideas may not be new, I hadn't encountered someone referencing them in this manner before.",2,0.73221,2
471,while an interesting concept in its current form the approach taken is fundamentally inadequate and flawed for almost all use cases,2,4,0.74036,"While the concept is interesting, the current approach may not be suitable for many use cases.",4,0.49494,2
451,this is where the real problems start,3,3,0.92328,This is where the real challenges begin.,3,0.67457,2
1632,another issue is the fact that on my humble opinion the main text looks like a long proof,3,2,0.59417,"In my humble opinion, another point worth mentioning is that the main text appears quite similar to a lengthy proof.",2,0.55065,4
368,this paper introduces tools to answer questions which it does not seem many people are interested in,3,2,0.65002,This paper introduces tools to address questions that may not currently capture the interest of a wide audience.,3,0.56444,2
1506,in particular an algorithm may adapt noise along an experiment or from an experiment to the next,3,3,0.94555,"In particular, an algorithm may adapt to noise during an experiment or from one experiment to the next.",3,0.91006,3
453,lots of work effort but no real science,2,2,0.64332,"A lot of effort has been put into this work, though it seems there may be an opportunity to incorporate more scientific elements.",3,0.51802,2
1927,not only is it impossible to reproduce a paper without any architectural details but the result is then that fig   essentially says inputs magic outputs,2,3,0.88436,"It can be quite challenging to reproduce a paper without any architectural details, as it may lead to a situation where the figure essentially suggests that inputs magically produce outputs.",3,0.54357,2
1494,also it would be highly beneficial to compare with the method in ruderman at al so that people interested in mi estimation but who dont plan on using the estimator as part of a neural net architecture can get some idea on how the inductive bias of nns compare to rkhs,3,3,0.6579,"Additionally, it might be very helpful to compare with the method in Ruderman et al. This way, individuals interested in MI estimation, but not necessarily planning to use the estimator within a neural net architecture, can gain insights into how the inductive biases of neural networks compare to RKHS.",4,0.60823,4
2151,the results in the paper are mostly qualitative and only on mnist,4,3,0.79031,The results presented in the paper are primarily qualitative and focus mainly on the MNIST dataset.,3,0.60033,3
927,overall the paper contains an interesting idea but given the deficiencies raised above i judge that it falls below the iclr threshold,4,4,0.60681,"Overall, the paper presents an interesting idea. However, considering the concerns mentioned earlier, I believe it does not currently meet the ICLR threshold.",4,0.71799,3
1164,i also like how the authors move beyond the standard sentence tasks to evaluate also on the quora question duplicate task with different amounts of training data and also consider the sentence characteristic syntactic property tasks,4,4,0.81362,"I appreciate how the authors go beyond the traditional sentence tasks by also evaluating the Quora question duplicate task with varying amounts of training data, and thoughtfully considering tasks related to the syntactic properties of sentences.",4,0.79868,5
2395,see comments in the attached file,3,3,0.87032,Please review the comments in the attached file.,5,0.82456,3
2170,authors note that for higher dimensional spheres adversarial examples on the manifold sphere shell could found but not smaller d in our experiments the highest dimension we were able to train the re lu net without adversarial examples seems to be around d,4,3,0.85838,"In the authors' observations, for higher-dimensional spheres, adversarial examples could be found on the manifold sphere shell. However, in our experiments, the highest dimension at which we were able to successfully train the ReLU network without encountering adversarial examples appeared to be approximately around d.",3,0.47536,3
585,the author does not exhibit adequate acquaintance with the subject under discussion the scholarship on it the structure of logical argument or the writing of english,4,4,0.6678,"The author seems to face challenges in fully demonstrating familiarity with the subject under discussion, the related scholarship, the construction of logical arguments, and the writing of English.",4,0.71943,2
244,this paper contains neither theory nor research,3,2,0.58791,This paper does not seem to include either theory or research.,3,0.67987,2
621,the first and last paragraphs are weak and read in a style unlike the rest of the paper like poor advertising copy,2,2,0.71755,"The first and last paragraphs could benefit from revisions as their style appears distinct from the rest of the paper, resembling advertising copy.",3,0.46385,2
70,these snotty kids in quantum information,1,1,0.72465,These enthusiastic young individuals in quantum information.,1,0.558,1
1015,in general i think the paper is written clearly and in detail,3,3,0.83439,"Overall, I believe the paper is written clearly and with great attention to detail.",3,0.40474,4
574,thats not possible to do without mindreading and theres nothing in the method section about mindreading methods,3,2,0.72027,"It seems challenging to accomplish without being able to predict thoughts, and I noticed that the method section doesn't mention any techniques related to understanding thoughts in that way.",3,0.33688,2
73,there is a very interesting story to be conveyed in this paper the problem is that this interesting story is hidden behind layers of mud and it is obscured because the paper is poorly written and badly organised,2,3,0.49109,"There is a very interesting story to be conveyed in this paper. However, it seems that the potential of this story is not fully realized due to some challenges in the clarity and organization of the writing.",4,0.55897,2
2165,general purpose program synthesizers are powerful but often slow so work that investigates means to speed them up is very much welcome this paper included,3,4,0.63416,"General-purpose program synthesizers are indeed powerful, although they can sometimes be slow. Therefore, research that explores ways to enhance their speed, such as the work presented in this paper, is highly appreciated.",4,0.73308,4
2271,universal approximation theoresm have been of interest in mathematics and more recently in neural networks there are different classes of approximators polynomials wide neural neworks deep neural networks etc the paper is the first to show that widthlimited resnets are universal approximators this has been an open problem,3,3,0.83108,"Universal approximation theorems have long captivated interest in mathematics and, more recently, in neural networks. Various classes of approximators exist, such as polynomials, wide neural networks, deep neural networks, and more. This paper is groundbreaking in demonstrating for the first time that width-limited ResNets are also universal approximators, addressing a previously unsolved problem in the field.",3,0.53498,3
2292,i think the authorâ€™s response to the reviewerâ€™s concern is justified the authors have addressed the reviewerâ€™s concern they have provided enough references to support their findings i think this paper can be published in the international transaction on electrical energy system journal,4,4,0.81775,I believe the author's response to the reviewer's concern is well justified. The authors have thoroughly addressed the reviewer's point and have provided sufficient references to support their findings. I think this paper is suitable for publication in the International Transaction on Electrical Energy Systems journal.,4,0.79945,4
1653,in experiments why the off policy version of trpo is not compared,3,3,0.95546,"In experiments, could you please explain why the off-policy version of TRPO is not compared?",5,0.82753,3
440,i was not sure exactly which problem the author is trying to solve and vice verse it was not clear to me what problem the solution is intended to solve or explorer,2,2,0.63744,"I found it a bit challenging to understand which problem the author is aiming to address, and similarly, it was unclear to me what problem the proposed solution is intended to solve or explore.",2,0.34406,3
953,eg despite being extremely rare these misclassifications appear close to randomly sampled points on the sphere,3,3,0.95779,"Although these misclassifications are extremely rare, they tend to occur near points that are almost randomly sampled on the sphere.",3,0.89014,3
2264,this submission is pretty out of my expertise i just carefully read the intro part and find it is well written and very clear,4,4,0.73799,"This submission is beyond my area of expertise, but I carefully read the introductory part, and I found it to be well written and very clear.",4,0.57884,4
159,the last two sentences of the summary greatly exaggerate the value of this paper and the usefulness of its conclusions,3,3,0.52776,The last two sentences of the summary seem to somewhat overstate the value of this paper and the applicability of its conclusions.,3,0.61595,2
1944,theorem   are direct conclusions from the definitions and are mis stated as theorems,3,3,0.94888,The conclusions from the definitions closely resemble theorems and may occasionally be presented as such.,3,0.84962,2
1974,for rpn task the proposed model outperforms baseline lstm model by a large margin,4,3,0.55017,"For the RPN task, the proposed model significantly outperforms the baseline LSTM model.",3,0.55751,3
878,the use of the word surgeriesâ€ to mean surgical proceduresâ€ instead of a surgeons office is a linguistic atrocity of a magnitude similar to irregardlessâ€ or i could care less,1,2,0.68996,"The use of the word ""surgeries"" to refer to surgical procedures instead of a surgeon's office might cause some linguistic confusion, similar to the use of ""irregardless"" or ""I could care less.""",2,0.61864,1
1073,cons the proposed model is pretty hand crafted,2,4,0.76839,One suggestion to consider about the proposed model is that it seems quite manually designed.,3,0.81298,2
542,this paper is about combining inflexible specifications in a flexible way,3,3,0.93609,This paper explores the integration of rigid specifications in a versatile manner.,3,0.722,3
1398,practically even if the authors can perform efficient optimization of weights in individual layers when there are many layers the alternating optimization nature of the algorithm can possibly result in overall slower convergence,3,3,0.91084,"Even if the authors are able to efficiently optimize weights in individual layers, the alternating optimization nature of the algorithm, especially when there are many layers, might possibly result in overall slower convergence.",3,0.82574,3
488,since the paper is mathematically empty and compared with the conference version provides no new ideas or findings in general i see no reason why it should be published in a journal as well,3,3,0.54812,"While I appreciate the effort put into the paper, I feel it closely mirrors the conference version without introducing significant new mathematical ideas or findings. Therefore, I am uncertain about its suitability for publication in the journal in its current form.",4,0.55979,2
1188,the paper is readable but it could be more fluent,3,3,0.66319,"The paper is quite readable, and with a few adjustments, it could become even more fluent.",4,0.5483,4
51,it is rather clear that the paper is incomplete and hastily submitted note that you failed to provide the contribution number in the acknowledgements the paper is not complete,2,3,0.52082,"It appears that the paper may be incomplete and possibly submitted in haste. Additionally, the contribution number seems to be missing from the acknowledgements section. I look forward to seeing the completed version.",4,0.62789,2
591,please also perform spell checking and proofreading too much of typos,4,5,0.7688,"Could you please perform spell checking and proofreading, as there are quite a few typos?",5,0.82935,2
804,this paper is so bad it would take an entire   page paper to describe all the problems it has and even after that im not sure it would be worth publishing,2,2,0.82197,"This paper has several areas that could benefit from improvement, and it might take a comprehensive review to address all of them thoroughly. It may be worthwhile to consider some revisions before proceeding with publication.",4,0.68509,1
1972,the experiments demonstrate that fast gcn is much faster than the alternatives while suffering a small accuracy penalty,3,3,0.95085,"The experiments demonstrate that Fast GCN operates significantly faster than the alternatives, with only a slight trade-off in accuracy.",3,0.82777,3
1354,is this effective or terrible,3,2,0.52902,Could you please share whether you find this effective or if it needs improvement?,5,0.83067,2
2294,the authors have indeed confirmed the results obtained in this substudy are exploratory at their best thus confirming my initial concerns,4,4,0.80719,"The authors have acknowledged that the results obtained in this substudy are exploratory, which aligns with the initial concerns I had.",4,0.73855,3
438,who are and where did they come from that is why was this obsucre and arbitrary method chosen,1,2,0.68544,"Could you please clarify who they are and where they originated from, as well as the reasoning behind choosing this obscure and arbitrary method?",5,0.81501,2
494,the writing is at school level,1,2,0.49557,The writing could benefit from a more advanced approach.,3,0.45341,2
1337,in this regard we are among the first to combine both the centralized perspective and the decentralized perspective this is a weak statement,3,3,0.72857,"In this regard, we are among the pioneers in combining both the centralized and decentralized perspectives. This statement could be strengthened.",4,0.54249,2
1854,positive the paper is well written and easy to follow on a higher level,4,4,0.78452,I believe the paper is well-written and generally easy to follow on a more advanced level.,4,0.40527,4
297,written in parts like an experience track paper minus the experience,2,3,0.62742,Could you write it like an experience track paper but without the experience section?,2,0.75257,2
1645,in the synthetic data experiments on comparison with single task and multi task models counter intuitive results with larger training data split anmse raises instead of decreases of multi task models may need further explanation,4,4,0.49567,"In the synthetic data experiments comparing single task and multi task models, it is surprising to see that, with a larger training data split, the ANMSE increases rather than decreases for the multi task models. This may require further clarification.",3,0.70528,3
1646,i think what enables the training of very deep networks or lstms on long sequences is the presence of a close to identity component in forwardbackward propagation not the gating,2,3,0.93582,"I believe the ability to train very deep networks or LSTMs on long sequences is primarily facilitated by the inclusion of a component that is nearly identity in forward-backward propagation, rather than the gating mechanism.",3,0.69967,3
1480,overall i thought the paper was vaguely written and extremely confusing to follow,2,3,0.53918,"Overall, I found the paper to be somewhat unclear, and I had difficulty following the ideas presented.",2,0.49364,2
469,this lack of familiarity with the literature is admittedly a bit unnerving but hey thats what peerreviews are for,2,2,0.76157,"This limited familiarity with the literature is somewhat concerning, but it's understandable as that's the purpose of peer reviews.",4,0.41478,2
774,concerning the discussion again the merits of the work are downplayed to a point that its almost pathetic,1,2,0.53811,"Concerning the discussion, the merits of the work seem to be understated to the extent that it feels somewhat disappointing.",3,0.45055,1
2486,in p     an algorithm   revise     line   the equations in p   must be cited   it is not preferred to use above equations in p     there are undefined symbols in the equations in p     it is not preferred to use the numbers of equations figures in the conclusion,3,3,0.9402,"Could you please review the algorithm and revise the equations in p? It would be beneficial to cite them. Additionally, it might be better to avoid using the above equations in p. There seem to be some undefined symbols in the equations in p, and it may be advisable to refrain from using the numbers of equations and figures in the conclusion.",5,0.8311,2
2267,the paper proposes a deep network for image superresolution using resclique blocks already existing in the literature it is a fairly direct application of the original clique architecture but seems like a good choice of architecture the clique blocks are used in two different roles feature extraction and upsampling the quantitative and qualitative results show good performance compared with existing baselines,4,4,0.63857,"The paper presents a deep network for image superresolution that utilizes resclique blocks already found in the literature. While it represents a relatively straightforward application of the original clique architecture, it appears to be a solid choice. The clique blocks are employed in two distinct roles, namely feature extraction and upsampling. The results, both quantitative and qualitative, demonstrate commendable performance when compared with existing baselines.",4,0.58423,4
609,maybe the authors should cite a reference intended for nonmathematicians eg burnham and anderson   instead of akaike   which i doubt that they have read and understood,4,3,0.57585,"Perhaps the authors might consider citing a reference aimed at nonmathematicians, such as Burnham and Anderson, instead of Akaike. I realize that there might be a chance they have not yet had the opportunity to read and fully understand Akaike's work.",2,0.43329,2
1882,here are my main critics of the papers,3,2,0.69307,Here are my primary observations on the papers.,3,0.67364,2
1697,my second concern is that i find the title and overall discussion in the paper potentially misleading by focusing only on the exploration part of the proposed algorithm s,3,3,0.64217,"My second concern is that the title and overall discussion in the paper could potentially be perceived as misleading, as it seems to focus primarily on the exploration aspect of the proposed algorithm.",4,0.47722,3
349,this is a potentially interesting problem yet not all potentially interesting problems are useful such as this one,2,3,0.78062,"This is a potentially interesting problem; however, not all potentially interesting problems prove to be useful, and in my opinion, this one might fall into that category.",2,0.43386,2
2092,besides a has also shown a carefully designed post processing binary network can already give very good performance,3,3,0.87078,"In addition, A has demonstrated that a thoughtfully designed post-processing binary network can achieve excellent performance.",3,0.72726,3
1947,second even though the proposed architecture proved to perform empirically better that the considered baselines the extent to which it advances rl research is unclear to me,3,3,0.54748,"While the proposed architecture has shown to perform empirically better than the considered baselines, I am unsure of the extent to which it advances RL research.",2,0.35394,3
2375,the reviewed paper had improved the quality for consideration,3,3,0.66541,"The reviewed paper has enhanced its quality, making it worthy of consideration.",4,0.52555,4
305,firstly the framing of the research question is entirely flawed,4,3,0.79024,"Firstly, I believe there might be some room for improvement in the framing of the research question.",3,0.40694,2
537,‘qualitative tracing correlational variables’ – what are they,3,3,0.90575,"""Could you please explain what 'qualitative tracing correlational variables' refers to?""",5,0.77703,3
1087,these names have not being defined formally in the paper,3,3,0.93778,It seems that these names have not been formally defined in the paper.,3,0.84178,2
1307,section   the bound on the reconstruction error is dropping a kl p z q z term and the authors dont really discuss how lose this is,3,3,0.89638,"Section: The bound on the reconstruction error omits a KL divergence term, \(p(z) || q(z)\), and the authors do not thoroughly discuss how accurate or ""loose"" this omission might be.",4,0.51561,2
2156,in a number of places the authors are referring to left and right program branches,4,3,0.86038,"In several instances, the authors mention both the left and right program branches.",3,0.5075,3
2495,the scientific contribution of this paper if there is any at all is at best hopelessly insignificant,2,2,0.72129,"The scientific contribution of this paper, if present, appears to be rather minimal.",3,0.78038,2
2467,necessary comments are being attached,3,3,0.92548,Necessary comments have been attached.,3,0.85809,3
224,there are far too many analyses and results the reader is swamped its simply not possible to take it all in it needs to be pruned,2,2,0.80161,"There are numerous analyses and results presented, making it challenging for the reader to absorb everything. It might be beneficial to streamline the information.",4,0.73505,2
1350,previous publications have used mil training on tiles with only top level labels   and this is essentially an incremental improvement on the mil approach by using several instances both min negative and max positive instead of a single instance for backprop as described in,3,3,0.71204,"Previous publications have used MIL training on tiles with only top-level labels, and this represents a noteworthy enhancement of the MIL approach by utilizing several instances—both minimum negative and maximum positive—instead of a single instance for backpropagation, as described in.",4,0.53751,3
831,you need to learn how to think inside the box and stop smoking whatever it is youre smoking,1,1,0.67625,"Perhaps it would be helpful to approach this situation with more conventional thinking, and I would humbly suggest refraining from any activities that might cloud your judgment.",2,0.62354,1
1510,and crudely speaking you can think of a class weight to be the expectation of its sample weights and you will end up in a similar setup,3,2,0.72189,"In simple terms, you might consider a class weight as the expectation of its sample weights, and you will arrive at a similar setup.",3,0.51132,2
981,some novel contributions,4,3,0.81872,There are some novel contributions.,3,0.85509,3
84,the system described in the manuscript is inherently confusing despite rereading its basic elements did not make sense,3,3,0.74711,"The system described in the manuscript is somewhat difficult to understand, and unfortunately, even after rereading its basic elements, they remain unclear to me.",2,0.7243,2
1801,figure   is hard to read i suggest the authors try to come up with a more legible plot,3,3,0.51735,The figure is somewhat challenging to read. I kindly suggest that the authors consider creating a more legible plot.,4,0.48855,3
1984,the caption for figure   mentions bivariate gaussians of dimension   do the author mean two gaussians of dimension   each,3,3,0.73305,"The caption for the figure mentions bivariate Gaussians of dimension. Could the author mean two Gaussians, each of dimension?",3,0.45823,3
2214,the simulation results section is limited in scope,4,3,0.94421,The scope of the simulation results section could be expanded.,3,0.88449,3
110,presumptuous ignorant and downright dangerous,2,1,0.62734,"It seems a bit presumptuous, possibly lacking in understanding, and potentially risky.",2,0.55175,1
361,please correct the language and connet of teh coi part,5,5,0.77202,Kindly correct the language and content of the COI section.,5,0.8104,2
932,it doesnt make much sense to me to omit pairs with oovs,2,2,0.77936,It doesn't seem entirely clear to me why pairs containing out-of-vocabulary words are being omitted.,2,0.70875,2
857,the underlying science here is quite interesting but the presentation does its best to disguise it,3,4,0.79032,"The underlying science here is quite interesting, although the presentation could benefit from enhancements to make it more apparent.",4,0.7702,2
296,this article describes xy a research project investigating methods for educational game design the paper is poorly writtenfull review,3,3,0.79404,"This article describes the XY research project, which investigates methods for educational game design. It would be beneficial if the paper were reviewed for improvements in clarity and coherence.",3,0.52263,2
822,i started to review this but could not get much past the abstract,2,2,0.63093,"I began reviewing this, but found it challenging to move beyond the abstract.",2,0.53189,2
1526,danger and safe memories are kept but are only used to propose a catastrophe,3,3,0.55797,"Memories of both danger and safety are maintained, but are primarily utilized for proposing a catastrophe.",3,0.57081,2
617,i guess this proposal could be interesting if youre interested in this obscure sect of biology,2,2,0.60523,I believe this proposal could be quite intriguing for those who have an interest in this specific branch of biology.,2,0.44254,2
907,however in the paper there is no motivation about why the architecture was designed like this,3,3,0.91981,"While the paper provides valuable insights, it would be helpful if it included a discussion on the motivation behind the design of the architecture.",4,0.76664,3
410,reviewer   the conclusions are supported by the results and discussion reviewer   the main inconvenience of the paper is that the conclusions are not supported by the experimental results,3,3,0.56637,"Reviewer: While the paper offers valuable insights, it appears that the conclusions could be better aligned with the experimental results.",4,0.5209,2
1806,also why is the first example reporting accuracy but the second example reports error,2,3,0.9499,Could you please clarify why the first example presents information on accuracy while the second example discusses error?,5,0.83551,2
2035,overall the paper seems interesting but in addition to the not completely convincing empirical evaluation it has two main weaknesses lack of clarity and grounding in related literature,4,4,0.82357,"Overall, the paper appears to be interesting. However, besides the empirical evaluation that could be more convincing, it presents two main areas for improvement: enhancing clarity and establishing a stronger connection with related literature.",4,0.77479,3
846,i counted   uses of clearâ or clearly thats one per page clearly the results arent as clear as the author would like them to be,2,2,0.61809,"I noticed the frequent use of ""clear"" or ""clearly,"" approximately one per page, which seems to suggest that the results might not be as evident as the author intended.",3,0.41755,2
647,unfortunately the manuscript is not well structured and the english is very poor usually i would attempt to improve this but in this case the entire manuscript needs to be reworked – starting with the tittle,4,4,0.74831,"Regrettably, the manuscript could benefit from a clearer structure, and there are areas where the English language could be enhanced. While I typically assist with improvements, I believe this manuscript requires a comprehensive rework, beginning with the title.",4,0.70929,2
2411,interesting study summarising the evidence of efficacy for herbal medicine against placebo for weight loss there are some basic requirements that should be addressed including the use of inaccurate terms and inaccurate reporting of the quality of studies more information about the assessment of risk of bias is needed and limitations of the study would improve transparency and rigour also see attached document for detailed comments,4,4,0.83054,"This study offers an interesting summary of the evidence regarding the efficacy of herbal medicine compared to placebo for weight loss. However, I believe there are some fundamental aspects that could be improved. These include addressing the use of certain terms that may be inaccurate, as well as enhancing the accuracy in reporting the quality of the studies. Additionally, providing more information about the assessment of risk of bias and acknowledging the study's limitations would enhance transparency and rigour. Please see the attached document for detailed comments.",5,0.82424,4
755,please respond to the reviewer   comments who suggested rejection of the paper reviewerâ comments to the author none missionimpossible,2,5,0.84762,Please kindly address the suggestions from the reviewer who recommended rejection of the paper. Thank you.,5,0.84504,1
216,i cannot possibly imagine what could have led the authors to believe that their paper was remotely interesting enough to submit for publication,2,2,0.71976,I am curious to understand the factors that inspired the authors to consider their paper suitable for publication.,2,0.45285,1
1720,paragraph below equation   the meaning of phi psi is unclear equation   phi and psi seems inverted section   the acronym mlp is used but never defined,3,3,0.95708,"The meaning of phi and psi in the paragraph below the equation is unclear, and phi and psi seem to be inverted. Additionally, the acronym MLP is used but not defined in the section.",3,0.83268,2
683,your proposed method should be compared with another method that introduced in a prestigious paperfull review,3,2,0.67613,Your proposed method should be compared with another method that was introduced in a well-regarded paper.,3,0.48544,2
2497,the paper could be considered for acceptance given a rewrite of the paper and change in the title and abstract,3,3,0.75077,The paper could be considered for acceptance if the authors revise the paper and make changes to the title and abstract.,3,0.58741,3
517,the way the study is framed here and in the main body comes off as strawmannish,2,2,0.7481,The way the study is presented here and in the main body could be perceived as potentially misrepresenting or simplifying opposing viewpoints.,3,0.49891,2
2491,the revised manuscript is acceptable,3,4,0.7187,The revised manuscript meets our standards. Thank you.,5,0.84735,4
1009,in proceedings of the ieee conference on computer vision and pattern recognition pp,3,3,0.88237,"Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition, pages.",3,0.87221,3
1101,positive points demonstrated improved compression with similar performance to the standard weighted decay method,4,3,0.91873,The positive aspects highlighted show enhanced compression while maintaining performance comparable to the standard weighted decay method.,3,0.91014,4
2006,prior techniques which can address some of these aspects do not necessarily work with deep learning which is a key focus of the paper,3,3,0.83281,"Previous techniques that can address some of these aspects may not always be effective with deep learning, which is the central focus of this paper.",3,0.77877,4
